region,rank,knowledge_index,similarity,text
222,2,7876,0.300454,The lymph node metastases show extensive extracapsular extension and architectural replacement.
222,3,7292,0.296600,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
223,1,6352,0.315262,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
223,2,1054,0.295654,4. Skin of left breast: Fibrosis.
223,3,2362,0.292714,- Fibrosis.
224,1,6352,0.297133,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
224,2,6925,0.295546,"- Infiltrating lobular carcinoma, Nottingham grade II."
224,3,2362,0.294872,- Fibrosis.
225,1,2040,0.313574,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
225,2,4909,0.306085,The remaining breast tissue shows lipomatous atrophy.
225,3,1187,0.305166,"The patient had a simple mastectomy for a 2.3 x 1.8 x 1.5 cm mass in the left breast, which was determined to be infiltrating ductal carcinoma, Nottingham grade III."
226,1,6352,0.311763,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
226,2,7876,0.305592,The lymph node metastases show extensive extracapsular extension and architectural replacement.
226,3,7292,0.298680,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
227,1,6352,0.321581,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
227,2,6702,0.299065,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
227,3,7876,0.296510,The lymph node metastases show extensive extracapsular extension and architectural replacement.
228,1,6352,0.315009,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
228,2,7876,0.305196,The lymph node metastases show extensive extracapsular extension and architectural replacement.
228,3,7292,0.296331,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
229,1,6352,0.315843,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
229,2,6702,0.297434,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
229,3,2033,0.293249,- Extensive vascular invasion.
230,1,1258,0.305348,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
230,2,7564,0.300855,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
230,3,1758,0.300482,A tumor was found on the right breast.
231,1,6352,0.318634,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
231,2,6702,0.309641,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
231,3,7681,0.305187,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
232,1,7876,0.303998,The lymph node metastases show extensive extracapsular extension and architectural replacement.
232,2,6352,0.303962,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
232,3,6206,0.297695,The largest metastatic focus measures 1 cm with extracapsular extension.
233,1,6352,0.314621,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
233,2,7876,0.303251,The lymph node metastases show extensive extracapsular extension and architectural replacement.
233,3,7292,0.295680,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
234,1,6352,0.313252,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
234,2,7876,0.300591,The lymph node metastases show extensive extracapsular extension and architectural replacement.
234,3,6702,0.293077,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
235,1,6352,0.326481,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
235,2,6702,0.302851,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
235,3,7876,0.297474,The lymph node metastases show extensive extracapsular extension and architectural replacement.
236,1,4909,0.298691,The remaining breast tissue shows lipomatous atrophy.
236,2,1187,0.296401,"The patient had a simple mastectomy for a 2.3 x 1.8 x 1.5 cm mass in the left breast, which was determined to be infiltrating ductal carcinoma, Nottingham grade III."
236,3,7564,0.293779,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
237,1,6352,0.307638,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
237,2,7876,0.306893,The lymph node metastases show extensive extracapsular extension and architectural replacement.
237,3,637,0.305396,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
238,1,6352,0.302800,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
238,2,7876,0.302740,The lymph node metastases show extensive extracapsular extension and architectural replacement.
238,3,6206,0.295623,The largest metastatic focus measures 1 cm with extracapsular extension.
239,1,6352,0.323893,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
239,2,7876,0.295502,The lymph node metastases show extensive extracapsular extension and architectural replacement.
239,3,6702,0.295170,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
240,1,6352,0.321075,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
240,2,6702,0.300409,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
240,3,7947,0.298154,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
241,1,6352,0.324354,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
241,2,6702,0.309302,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
241,3,1258,0.303214,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
242,1,1187,0.309247,"The patient had a simple mastectomy for a 2.3 x 1.8 x 1.5 cm mass in the left breast, which was determined to be infiltrating ductal carcinoma, Nottingham grade III."
242,2,4909,0.308994,The remaining breast tissue shows lipomatous atrophy.
242,3,7564,0.303720,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
243,1,7876,0.303046,The lymph node metastases show extensive extracapsular extension and architectural replacement.
243,2,6352,0.297934,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
243,3,637,0.297031,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
244,1,6352,0.315780,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
244,2,7947,0.298272,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
244,3,6702,0.297387,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
245,1,6352,0.323901,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
245,2,7947,0.299380,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
245,3,7876,0.297937,The lymph node metastases show extensive extracapsular extension and architectural replacement.
246,1,6352,0.319309,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
246,2,7876,0.295049,The lymph node metastases show extensive extracapsular extension and architectural replacement.
246,3,7043,0.294701,"The tumor is classified as invasive lobular breast carcinoma, G II."
247,1,6352,0.303349,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
247,2,1258,0.302557,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
247,3,7564,0.301237,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
248,1,6352,0.323339,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
248,2,5108,0.307732,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
248,3,7292,0.307545,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
249,1,6352,0.307781,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
249,2,7876,0.304676,The lymph node metastases show extensive extracapsular extension and architectural replacement.
249,3,7292,0.294987,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
250,1,6352,0.322098,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
250,2,6702,0.297150,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
250,3,7947,0.296887,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
251,1,6352,0.327169,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
251,2,7043,0.297342,"The tumor is classified as invasive lobular breast carcinoma, G II."
251,3,5349,0.297126,- Sarcomatous: Positive.
252,1,6352,0.325323,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
252,2,2362,0.298555,- Fibrosis.
252,3,5349,0.293156,- Sarcomatous: Positive.
253,1,6352,0.306047,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
253,2,5108,0.301835,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
253,3,1449,0.301464,Twenty-six lymph nodes are negative for metastatic carcinoma.
254,1,7876,0.299948,The lymph node metastases show extensive extracapsular extension and architectural replacement.
254,2,6352,0.297739,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
254,3,637,0.295045,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
255,1,6352,0.321416,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
255,2,7876,0.300370,The lymph node metastases show extensive extracapsular extension and architectural replacement.
255,3,6702,0.299239,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
256,1,6352,0.316310,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
256,2,5349,0.295832,- Sarcomatous: Positive.
256,3,2033,0.293976,- Extensive vascular invasion.
257,1,6352,0.326586,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
257,2,7681,0.301084,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
257,3,6702,0.298216,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
258,1,6352,0.304871,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
258,2,5110,0.297889,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
258,3,5954,0.295092,There is no skeletal muscle present.
259,1,637,0.299414,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
259,2,7876,0.298518,The lymph node metastases show extensive extracapsular extension and architectural replacement.
259,3,7292,0.296466,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
260,1,6352,0.315520,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
260,2,7876,0.300269,The lymph node metastases show extensive extracapsular extension and architectural replacement.
260,3,637,0.297660,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
261,1,6352,0.320747,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
261,2,7876,0.297229,The lymph node metastases show extensive extracapsular extension and architectural replacement.
261,3,7947,0.295663,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
262,1,6352,0.312376,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
262,2,2362,0.299848,- Fibrosis.
262,3,5349,0.296398,- Sarcomatous: Positive.
263,1,6352,0.317409,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
263,2,5110,0.294123,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
263,3,2362,0.293711,- Fibrosis.
264,1,1449,0.307879,Twenty-six lymph nodes are negative for metastatic carcinoma.
264,2,5108,0.307871,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
264,3,1247,0.306024,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
265,1,7876,0.304779,The lymph node metastases show extensive extracapsular extension and architectural replacement.
265,2,6352,0.304472,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
265,3,7292,0.299156,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
266,1,6352,0.315899,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
266,2,7681,0.297726,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
266,3,6702,0.297239,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
267,1,6352,0.321273,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
267,2,5108,0.294833,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
267,3,2033,0.294377,- Extensive vascular invasion.
268,1,6352,0.312244,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
268,2,5110,0.293658,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
268,3,5349,0.292571,- Sarcomatous: Positive.
269,1,6352,0.314030,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
269,2,5108,0.305112,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
269,3,1449,0.302583,Twenty-six lymph nodes are negative for metastatic carcinoma.
270,1,7876,0.300322,The lymph node metastases show extensive extracapsular extension and architectural replacement.
270,2,7653,0.296170,- Distant metastasis: Present.
270,3,7292,0.295518,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
271,1,6352,0.301803,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
271,2,7681,0.295387,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
271,3,1449,0.293849,Twenty-six lymph nodes are negative for metastatic carcinoma.
272,1,6352,0.326516,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
272,2,7947,0.297446,"The diagnosis includes invasive lobular carcinoma, SBR grade II, and lobular carcinoma in situ."
272,3,6427,0.296435,"- Three focal areas of invasive lobular carcinoma, with sizes ranging from 2.9 cm to 0.2 cm."
273,1,6352,0.308189,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
273,2,5110,0.295302,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
273,3,2362,0.295197,- Fibrosis.
274,1,6352,0.313957,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
274,2,5110,0.292351,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
274,3,2362,0.291039,- Fibrosis.
275,1,7292,0.308821,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
275,2,5108,0.307988,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
275,3,7876,0.305557,The lymph node metastases show extensive extracapsular extension and architectural replacement.
276,1,6352,0.299654,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
276,2,1449,0.298084,Twenty-six lymph nodes are negative for metastatic carcinoma.
276,3,7043,0.295631,"The tumor is classified as invasive lobular breast carcinoma, G II."
277,1,6352,0.323294,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
277,2,7876,0.300081,The lymph node metastases show extensive extracapsular extension and architectural replacement.
277,3,1449,0.298639,Twenty-six lymph nodes are negative for metastatic carcinoma.
278,1,6352,0.311601,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
278,2,5349,0.298543,- Sarcomatous: Positive.
278,3,2362,0.294628,- Fibrosis.
279,1,6352,0.307534,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
279,2,5110,0.293693,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
279,3,5954,0.292498,There is no skeletal muscle present.
280,1,5802,0.293913,The lymph node biopsy showed fibroadipose tissue and no lymphatic tissue.
280,2,1721,0.292824,The intraoperative frozen section diagnosis confirms the presence of carcinoma involving the skeletal muscle.
280,3,6566,0.292070,Minimal axillary tissue is present and no lymph nodes are identified.
281,1,7876,0.300368,The lymph node metastases show extensive extracapsular extension and architectural replacement.
281,2,637,0.298913,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
281,3,7292,0.292779,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
282,1,6352,0.294681,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
282,2,1449,0.291060,Twenty-six lymph nodes are negative for metastatic carcinoma.
282,3,7681,0.290800,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
283,1,6352,0.323772,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
283,2,7876,0.299700,The lymph node metastases show extensive extracapsular extension and architectural replacement.
283,3,6702,0.298295,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
284,1,6352,0.296309,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
284,2,3892,0.295854,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
284,3,5110,0.294758,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
285,1,6352,0.307748,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
285,2,6993,0.290480,Left breast lumpectomy: Moderate differentiated invasive lobular carcinoma.
285,3,7529,0.290066,"In the left breast lumpectomy, there was invasive lobular carcinoma that was moderately differentiated, with a Nottingham grade of 2."
286,1,1449,0.306397,Twenty-six lymph nodes are negative for metastatic carcinoma.
286,2,6352,0.305964,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
286,3,5108,0.301761,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
287,1,7292,0.300730,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
287,2,7876,0.298927,The lymph node metastases show extensive extracapsular extension and architectural replacement.
287,3,637,0.297502,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
288,1,6352,0.316798,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
288,2,1449,0.299050,Twenty-six lymph nodes are negative for metastatic carcinoma.
288,3,6702,0.297685,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
289,1,6352,0.308478,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
289,2,2362,0.297455,- Fibrosis.
289,3,5349,0.294636,- Sarcomatous: Positive.
290,1,6352,0.294636,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
290,2,3892,0.290951,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
290,3,4069,0.290164,The nipple and other glandular tissue are tumor-free with fibrocystic mammopathy.
291,1,6352,0.307891,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
291,2,5954,0.292157,There is no skeletal muscle present.
291,3,3246,0.291291,"The non-neoplastic breast tissue shows ductal ectasia, fibrosis, and microcyst formation."
292,1,6352,0.311433,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
292,2,7292,0.309377,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
292,3,5108,0.308956,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
293,1,6352,0.294685,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
293,2,4620,0.291838,There are also findings of fibroadenomata and stromal fibrosis.
293,3,7681,0.291786,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
294,1,6352,0.328975,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
294,2,6702,0.300140,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
294,3,7681,0.299967,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
295,1,6352,0.294670,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
295,2,3892,0.288902,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
295,3,2362,0.287972,- Fibrosis.
296,1,6352,0.291719,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
296,2,3892,0.286496,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
296,3,5110,0.285373,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
297,1,6352,0.311896,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
297,2,7529,0.298311,"In the left breast lumpectomy, there was invasive lobular carcinoma that was moderately differentiated, with a Nottingham grade of 2."
297,3,7564,0.298301,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
298,1,6352,0.306849,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
298,2,7876,0.304634,The lymph node metastases show extensive extracapsular extension and architectural replacement.
298,3,7292,0.301728,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
299,1,6352,0.303780,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
299,2,7681,0.295545,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
299,3,7043,0.291572,"The tumor is classified as invasive lobular breast carcinoma, G II."
300,1,6352,0.319294,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
300,2,5349,0.297523,- Sarcomatous: Positive.
300,3,2033,0.296666,- Extensive vascular invasion.
301,1,6352,0.294870,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
301,2,3892,0.293955,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
301,3,5349,0.289705,- Sarcomatous: Positive.
302,1,6352,0.304637,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
302,2,5110,0.289077,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
302,3,7654,0.289042,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
303,1,6352,0.313234,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
303,2,7292,0.306760,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
303,3,1449,0.306192,Twenty-six lymph nodes are negative for metastatic carcinoma.
304,1,6352,0.308725,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
304,2,7292,0.300668,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
304,3,1449,0.297224,Twenty-six lymph nodes are negative for metastatic carcinoma.
305,1,6352,0.324781,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
305,2,6702,0.304283,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
305,3,7681,0.300829,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
306,1,6352,0.306645,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
306,2,5349,0.295084,- Sarcomatous: Positive.
306,3,2033,0.294208,- Extensive vascular invasion.
307,1,6352,0.301316,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
307,2,3892,0.290984,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
307,3,7654,0.290429,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
308,1,6352,0.319986,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
308,2,6702,0.298609,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
308,3,1258,0.297414,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
309,1,637,0.300220,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
309,2,7876,0.299195,The lymph node metastases show extensive extracapsular extension and architectural replacement.
309,3,7292,0.297325,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
310,1,6352,0.313295,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
310,2,7681,0.301098,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
310,3,6702,0.297168,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
311,1,6352,0.316376,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
311,2,2033,0.296514,- Extensive vascular invasion.
311,3,7681,0.295706,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
312,1,6352,0.296924,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
312,2,3892,0.291839,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
312,3,5110,0.288252,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
313,1,6352,0.312467,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
313,2,2362,0.290259,- Fibrosis.
313,3,3345,0.289869,"There were fourteen lymph nodes in the right axilla, all of which were negative for tumor."
314,1,7292,0.311097,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
314,2,1449,0.310814,Twenty-six lymph nodes are negative for metastatic carcinoma.
314,3,5108,0.307703,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
315,1,6352,0.303926,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
315,2,7876,0.303330,The lymph node metastases show extensive extracapsular extension and architectural replacement.
315,3,637,0.300972,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
316,1,6352,0.311518,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
316,2,7681,0.296934,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
316,3,6518,0.292507,"The main tumor is a 57 mm invasive lobular carcinoma, Nottingham grade 2."
317,1,6352,0.306332,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
317,2,2362,0.300011,- Fibrosis.
317,3,5110,0.298591,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
318,1,6352,0.303292,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
318,2,5349,0.288531,- Sarcomatous: Positive.
318,3,3194,0.287880,4. Invasive tumor extends to the superior margin but is margin-free.
319,1,6352,0.320254,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
319,2,6702,0.306014,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
319,3,1449,0.302622,Twenty-six lymph nodes are negative for metastatic carcinoma.
320,1,7876,0.304805,The lymph node metastases show extensive extracapsular extension and architectural replacement.
320,2,4530,0.298362,"In the examination of the right axillary contents, 12 out of 22 lymph nodes were positive for metastatic carcinoma, with focal extranodal involvement identified."
320,3,6206,0.297950,The largest metastatic focus measures 1 cm with extracapsular extension.
321,1,6352,0.310870,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
321,2,637,0.299996,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
321,3,7876,0.299846,The lymph node metastases show extensive extracapsular extension and architectural replacement.
322,1,6352,0.302568,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
322,2,5110,0.294058,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
322,3,2362,0.293859,- Fibrosis.
323,1,6352,0.294768,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
323,2,5110,0.293479,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
323,3,3892,0.290696,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
324,1,6352,0.317006,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
324,2,7529,0.294425,"In the left breast lumpectomy, there was invasive lobular carcinoma that was moderately differentiated, with a Nottingham grade of 2."
324,3,4620,0.294288,There are also findings of fibroadenomata and stromal fibrosis.
325,1,1449,0.309057,Twenty-six lymph nodes are negative for metastatic carcinoma.
325,2,5108,0.304910,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
325,3,7292,0.304535,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
